city,latitude,longitude,country,population
Kozlu,41.4333,31.75,Turkey,48381
Gronau,52.2125,7.0417,Germany,48072
Garmsār,35.2167,52.3333,Iran,48672
Settimo Torinese,45.1333,7.7667,Italy,47220
Congonhas,-20.5,-43.8578,Brazil,48519
’Aïn Azel,35.8433,5.5219,Algeria,48487
New Washington,11.65,122.4333,Philippines,47955
Rimouski,48.45,-68.53,Canada,48664
St. Louis Park,44.9488,-93.3649,United States,48662
Cuxhaven,53.8667,8.7,Germany,48356
Angol,-37.7988,-72.7086,Chile,48608
Wakema,16.6133,95.1829,Myanmar,48405
Namtu,23.0837,97.4,Myanmar,48591
Siocon,7.7,122.1333,Philippines,48524
Rio Grande City,26.3808,-98.8215,United States,48610
Dongshan,22.0635,112.8322,China,48229
Draper,40.4957,-111.8605,United States,48587
Rumia,54.5667,18.4,Poland,47148
Harderwijk,52.3506,5.6172,Netherlands,47581
‘Akko,32.9261,35.0839,Israel,47675
Corato,41.15,16.4,Italy,48262
Ōamishirasato,35.5217,140.3211,Japan,47722
Kołobrzeg,54.1667,15.5667,Poland,46716
Zutphen,52.14,6.195,Netherlands,47423
Sanmu,35.6028,140.4136,Japan,48196
Palm Springs,33.8017,-116.5382,United States,48518
Beveren,51.2,4.25,Belgium,48192
Kurganinsk,44.8833,40.6,Russia,48439
Mahayag,8.1333,123.3833,Philippines,48258
Alsdorf,50.8744,6.1615,Germany,47018
Straubing,48.8772,12.5758,Germany,47794
San Pedro Mixtepec,16,-97.1169,Mexico,48336
Paducah,37.0711,-88.6436,United States,48481
Tuba,16.3167,120.55,Philippines,48312
Évreux,49.02,1.15,France,46707
Tibigan,9.95,123.9667,Philippines,47886
Findlay,41.0467,-83.6379,United States,48469
Ishigaki,24.3333,124.15,Japan,48258
Dornbirn,47.4167,9.75,Austria,48067
Itapagé,-3.6869,-39.5858,Brazil,48350
Gavá,41.3072,2.0039,Spain,46931
Damāvand,35.7178,52.065,Iran,48380
Bel Air South,39.5051,-76.3197,United States,48425
Bulungu,-4.5496,18.6,Congo (Kinshasa),48344
Kyle,29.9937,-97.8859,United States,48393
Longtoushan Jiezi,27.1157,103.3817,China,48150
Tarnobrzeg,50.5833,21.6833,Poland,47816
Ibiporã,-23.2689,-51.0478,Brazil,48198
Děčín,50.7736,14.1961,Czechia,47951
Durham,54.7761,-1.5733,United Kingdom,48069
Xique-Xique,-10.8229,-42.7281,Brazil,48316
Inhumas,-16.3578,-49.4958,Brazil,48246
Campi Bisenzio,43.8256,11.1333,Italy,46696
Santa Catarina Ixtahuacán,14.8,-91.3667,Guatemala,48097
Monroe,41.9154,-83.385,United States,48317
Pangkou,38.6457,115.9438,China,47139
Zhujiacun,26.3164,104.3893,China,48124
Rio Grande da Serra,-23.7439,-46.3978,Brazil,48302
Titao,13.7667,-2.0736,Burkina Faso,48242
Lincoln,38.8759,-121.2916,United States,48275
Turda,46.5667,23.7833,Romania,47744
Ocoee,28.5787,-81.5338,United States,48263
Brianka,48.5133,38.6431,Ukraine,47512
Burleson,32.517,-97.3343,United States,48225
Donetsk,48.3369,39.9449,Russia,47770
Alta Gracia,-31.6667,-64.4333,Argentina,48140
Balimbing,5.0728,119.8847,Philippines,48055
Shimotsuchō-kominami,34.1556,135.2092,Japan,47697
Farmers Branch,32.9272,-96.8804,United States,48158
Paterno,37.5667,14.9,Italy,47827
Semara,26.7333,-11.6833,Morocco,48149
East Lansing,42.748,-84.4835,United States,48145
Uniontown,39.8994,-79.7244,United States,48137
Yongping,37.0103,109.8243,China,47990
Kashira,54.8333,38.15,Russia,48016
Shelekhov,52.2,104.1,Russia,48098
Jeffersonville,38.3376,-85.7026,United States,48126
Winder,33.9917,-83.7218,United States,48125
Wauwatosa,43.0615,-88.0347,United States,48118
Vila Verde,41.65,-8.4333,Portugal,47888
Ena,35.4494,137.4128,Japan,47999
Mengmeng,23.4718,99.8336,China,47966
Perth,56.397,-3.437,United Kingdom,47430
Carepa,7.7581,-76.6553,Colombia,47932
Tobias Barreto,-11.1839,-37.9978,Brazil,48040
Saint-Priest,45.6972,4.9447,France,46510
Skierniewice,51.9528,20.1417,Poland,47837
Ridderkerk,51.8667,4.6,Netherlands,46241
San Francisco,16.8017,-89.9342,Guatemala,47919
Aubagne,43.2908,5.5708,France,47208
Littleton,39.5915,-105.0188,United States,48065
Okaya,36.0669,138.0494,Japan,47499
Otradnyy,53.3667,51.35,Russia,47180
Dīla,6.4104,38.31,Ethiopia,47021
Soest,51.5711,8.1092,Germany,47460
Tonami,36.65,136.9667,Japan,47638
Cumberland,39.6515,-78.7585,United States,47980
Higashine,38.4314,140.3911,Japan,47747
Stade,53.6008,9.4764,Germany,47533
Diamantina,-18.2489,-43.6,Brazil,47952
Mediaş,46.1639,24.3508,Romania,47204
Ban Plai Bua Phatthana,13.9032,100.3989,Thailand,46274
Cedar Hill,32.581,-96.9591,United States,47930
Santana do Ipanema,-9.3778,-37.245,Brazil,47820
Takeochō-takeo,33.1939,130.0192,Japan,47681
Carrollton,33.5817,-85.0837,United States,47920
Golpāyegān,33.4536,50.2883,Iran,47849
Vigia,-0.8578,-48.1419,Brazil,47889
Rancho Santa Margarita,33.6318,-117.5989,United States,47896
Saint-Herblain,47.2122,-1.6497,France,46352
Jiquilisco,13.3167,-88.5833,El Salvador,47784
Pakenham,-38.0712,145.4878,Australia,46421
Lousada,41.2833,-8.2833,Portugal,47387
Talisay,14.1,121.0167,Philippines,46238
Águeda,40.5805,-8.4417,Portugal,47729
Charleville-Mézières,49.7719,4.7161,France,46391
Santa Ignacia,15.6167,120.4333,Philippines,47538
Kuilsrivier,-34.0333,18.7,South Africa,46686
Yecun,33.7663,110.1305,China,47575
Malinao,13.4,123.7,Philippines,47395
Washington,39.747,-75.0724,United States,47833
Ono,34.8531,134.9317,Japan,47316
Luwuk,-0.9396,122.79,Indonesia,47778
East Brunswick,40.4281,-74.4179,United States,47819
Penco,-36.7333,-72.9833,Chile,47367
Sogod,10.3833,124.9833,Philippines,47552
Herzogenrath,50.8667,6.1,Germany,46402
Hennef,50.7833,7.2833,Germany,47339
Vyshniy Volochëk,57.5913,34.5645,Russia,46908
Al Madrah Samā’il,23.3032,57.9782,Oman,47718
Saint-Malo,48.6481,-2.0075,France,46478
Beavercreek,39.731,-84.0624,United States,47741
Vuyyūru,16.3667,80.85,India,46490
Niagara Falls,43.0921,-79.0147,United States,47720
Hitachi-ota,36.5383,140.5311,Japan,47586
Amahai,-3.3331,128.919,Indonesia,47653
Pilar,11.4833,123,Philippines,47100
Kikugawa,34.7578,138.0842,Japan,47194
Snizhne,48.0167,38.7667,Ukraine,47259
McLean,38.9436,-77.1943,United States,47682
Ipiaú,-14.1369,-39.7339,Brazil,47501
Ban Bang Mae Nang,13.8815,100.3759,Thailand,45974
Rieti,42.4044,12.8567,Italy,47436
‘Āmūdā,37.1042,40.93,Syria,47580
San Lorenzo,-28.12,-58.77,Argentina,47626
Jitaicun,36.3533,115.3048,China,46974
Chaïdári,38.0167,23.65,Greece,45642
East Providence,41.8065,-71.3565,United States,47618
Bunawan,8.1781,125.9935,Philippines,47512
Schagen,52.78,4.8,Netherlands,46553
Brive-la-Gaillarde,45.1583,1.5321,France,46630
Kafue,-15.78,28.18,Zambia,47554
Kutno,52.2333,19.3667,Poland,47557
La Vega,2.0008,-76.7778,Colombia,47417
Livny,52.4253,37.6083,Russia,47221
Aznā,33.4539,49.455,Iran,47489
East Honolulu,21.2975,-157.7211,United States,47540
Chesterfield,38.6588,-90.5804,United States,47538
Capão Bonito,-24.0058,-48.3494,Brazil,47486
Isabel,10.9333,124.4333,Philippines,46781
San Pedro,-33.6794,-59.6669,Argentina,47452
San José Pinula,14.5446,-90.4083,Guatemala,47278
Nandikotkūr,15.867,78.267,India,46953
Santa Ana Chiautempan,19.3167,-98.1833,Mexico,46776
Pilar,14.6667,120.5667,Philippines,46239
Nanto,36.5833,136.9167,Japan,47390
Atalaia,-9.5019,-36.0228,Brazil,47365
Qingyuan,24.5004,108.6667,China,47062
San Andrés de Sotavento,9.1453,-75.5086,Colombia,47282
Sumisip,6.4167,121.9833,Philippines,47345
Sanski Most,44.7667,16.6667,Bosnia And Herzegovina,47359
Chaparral,3.7236,-75.4847,Colombia,47397
Bothell,47.7735,-122.2044,United States,47415
Liulin,36.557,109.4731,China,46991
Jobabo,20.9075,-77.2819,Cuba,47350
Villa Constitución,-33.2333,-60.3333,Argentina,47374
Gosen,37.6564,139.2264,Japan,47262
Paracambi,-22.6108,-43.7089,Brazil,47124
Tursunzoda,38.5108,68.2303,Tajikistan,46700
Tangdukou,26.9949,111.2708,China,45617
West Orange,40.7893,-74.2627,United States,47359
Daxiang,22.3775,112.8008,China,46674
Yehe,37.9416,114.5928,China,46333
Ouled Moussa,36.6831,3.3681,Algeria,45770
Talghar,43.3036,77.2408,Kazakhstan,47301
Kingisepp,59.3667,28.6,Russia,47313
Yabrūd,33.9672,36.6572,Syria,47136
Aquidauana,-20.4708,-55.7869,Brazil,47323
Fellbach,48.8086,9.2758,Germany,45671
Videira,-27.0078,-51.1519,Brazil,47188
Tomioka,36.26,138.89,Japan,46928
Glenview,42.0825,-87.8216,United States,47308
Albuera,10.9186,124.6923,Philippines,47151
Ayapel,8.3125,-75.145,Colombia,47247
Ayungon,9.8584,123.1468,Philippines,47102
Oberursel,50.2028,8.5769,Germany,46248
Mentor,41.6895,-81.3361,United States,47262
Antalaha,-14.8833,50.2833,Madagascar,47224
Landau,49.1994,8.1231,Germany,46677
Carcassonne,43.21,2.35,France,46513
Keller,32.9337,-97.2255,United States,47213
Douz,33.4572,9.0258,Tunisia,47182
Soest,52.1833,5.2833,Netherlands,46194
Zarinsk,53.7,84.9167,Russia,46597
Huatan,24.0316,120.558,Taiwan,45907
Marhanets,47.648,34.6167,Ukraine,47141
Schwerte,51.4458,7.5653,Germany,46340
Poso,-1.3786,120.7624,Indonesia,47110
Urrao,6.3156,-76.1342,Colombia,47128
Tres Arroyos,-38.3667,-60.2667,Argentina,47136
Prievidza,48.7714,18.6242,Slovakia,46059
Nysa,50.4714,17.3339,Poland,46841
Qiutouzhen,37.9841,114.6909,China,46291
Blois,47.5939,1.3281,France,45871
Hà Tiên,10.3831,104.4875,Vietnam,47039
Neunkirchen,49.3448,7.1799,Germany,46469
Banisilan,7.5,124.7,Philippines,46995
Norala,6.55,124.6667,Philippines,46682
Danville,40.1423,-87.6114,United States,47059
Noboribetsu,42.4128,141.1067,Japan,46838
Al Quşayr,34.5089,36.5797,Syria,46772
Guajará-Mirim,-10.7828,-65.3394,Brazil,47048
Frosinone,41.6333,13.35,Italy,46063
Kabasalan,7.7968,122.7627,Philippines,46884
Spring Hill,35.7438,-86.9116,United States,47042
Fujiyoshida,35.4875,138.8077,Japan,46659
Puñal,19.4,-70.6167,Dominican Republic,46516
Wangtan,39.2847,118.98,China,46645
Roseville,42.5074,-82.9369,United States,47018
Sanuki,34.3253,134.1722,Japan,46723
Tuy,14.0167,120.7333,Philippines,46519
Roldanillo,4.4136,-76.1547,Colombia,46788
Filderstadt,48.6667,9.2167,Germany,45813
Fastiv,50.0747,29.9181,Ukraine,45907
Nanzhuangzhen,23.721,102.8231,China,46696
Rondon do Pará,-4.7758,-48.0669,Brazil,46964
Yashan,22.4776,112.7289,China,46700
Tocoa,15.6833,-86,Honduras,46900
Valencia,8.2592,-76.1469,Colombia,46897
Agrínio,38.6167,21.4,Greece,46899
Cornélio Procópio,-23.1808,-50.6469,Brazil,46928
Dongzhuosu,38.0658,115.1232,China,45748
Lohja,60.25,24.0667,Finland,46785
Marechal Cândido Rondon,-24.5558,-54.0569,Brazil,46819
Lukavac,44.5333,18.5333,Bosnia And Herzegovina,46731
Taebaek,37.1731,128.9861,South Korea,46715
Hioki,31.6336,130.4022,Japan,46671
Ciudad Serdán,18.9833,-97.45,Mexico,46778
Dülmen,51.8308,7.2783,Germany,46590
Shimeo,33.5914,130.4797,Japan,46207
Fangguan,39.3237,115.9856,China,46090
Cordon,16.6667,121.45,Philippines,46477
Coelho Neto,-4.2569,-43.0128,Brazil,46750
Lubny,50.0186,32.9869,Ukraine,45786
Tamagawa,33.6389,130.8061,Japan,45946
Berëzovskiy,55.6667,86.25,Russia,46215
Montevista,7.7,125.9833,Philippines,46558
Jablonec nad Nisou,50.7278,15.17,Czechia,45317
Vercelli,45.3256,8.4231,Italy,46181
Elmhurst,41.8973,-87.9432,United States,46746
Veldhoven,51.42,5.405,Netherlands,45337
Hof,50.3167,11.9167,Germany,45930
Cabreúva,-23.3075,-47.1331,Brazil,46528
Izunokuni,35.0278,138.9289,Japan,46212
New Philadelphia,40.486,-81.4402,United States,46698
Melle,52.2031,8.3361,Germany,46493
Santa Cruz do Rio Pardo,-22.8989,-49.6328,Brazil,46633
Perinton,43.0781,-77.4283,United States,46671
Bocaiúva,-17.1078,-43.815,Brazil,46654
Nakai,33.5756,133.6414,Japan,46567
Sandusky,41.4437,-82.7149,United States,46655
Beringen,51.0333,5.2167,Belgium,46065
Puerto Villarroel,-16.8667,-64.7831,Bolivia,46627
Jocotepec,20.2863,-103.4304,Mexico,46521
Shimenzhai,40.0892,119.6019,China,46356
Puerto Tejada,3.23,-76.4175,Colombia,46166
Eusébio,-3.89,-38.4508,Brazil,46033
Narvacan,17.4175,120.4753,Philippines,46234
Hyvinkää,60.6306,24.8597,Finland,46463
Lower Tungawan,7.6017,122.4273,Philippines,46497
El Dorado Hills,38.675,-121.049,United States,46593
Cornwall,45.0275,-74.74,Canada,46589
Cristalina,-16.7689,-47.6139,Brazil,46580
Dhupgāri,26.6,89.02,India,44719
Itapema,-27.09,-48.6108,Brazil,45797
Salina,38.8137,-97.6143,United States,46550
Euclid,41.5904,-81.5188,United States,46550
Gryazi,52.5,39.9333,Russia,46492
Kingman,35.217,-114.0105,United States,46524
Berekum,7.4504,-2.59,Ghana,46287
Dendermonde,51.0167,4.1,Belgium,45673
Conceição do Araguaia,-8.2578,-49.265,Brazil,46485
Río Tercero,-32.1768,-64.113,Argentina,46421
Kurayoshi,35.43,133.8256,Japan,46269
Montecristi,-1.05,-80.6667,Ecuador,46312
Dingle,11.05,122.6667,Philippines,45965
Kasaoka,34.5072,133.5072,Japan,46080
Torzhok,57.0333,34.9667,Russia,45641
Terracina,41.2833,13.25,Italy,46323
Tallbīsah,34.8406,36.7308,Syria,45853
Zwijndrecht,51.824,4.6126,Netherlands,44454
Zhongzhai,25.7783,107.8665,China,46267
Chichigalpa,12.5667,-87.0333,Nicaragua,46185
Gotha,50.9489,10.7183,Germany,45733
Kilmarnock,55.6111,-4.4957,United Kingdom,46350
Anshan,39.7144,118.9964,China,45804
Tingo María,-9.3015,-76.0361,Peru,46191
Capannori,43.8756,10.5736,Italy,46072
Jammalamadugu,14.85,78.38,India,46069
Lodi,45.3167,9.5,Italy,45252
Farmington,37.7821,-90.4288,United States,46331
Pagalungan,7.0592,124.6987,Philippines,46277
Santiago Atitlán,14.6386,-91.2299,Guatemala,45982
Takashima,35.3528,136.0356,Japan,46246
Marino,41.7667,12.6667,Italy,44472
Lupao,15.8793,120.8983,Philippines,45917
Bünde,52.2,8.6,Germany,45521
Weatherford,32.7536,-97.7723,United States,46268
Akhisar,38.9167,27.8333,Turkey,46167
Laguna,-28.4828,-48.7808,Brazil,46122
Middletown,41.5476,-72.6549,United States,46258
Puertollano,38.6833,-4.1167,Spain,46036
Mairinque,-23.5464,-47.1836,Brazil,46015
Roseburg,43.2232,-123.3518,United States,46228
Biloxi,30.4422,-88.9512,United States,46212
Maragogipe,-12.7778,-38.9189,Brazil,46106
Wittenberg,51.8671,12.6484,Germany,46008
Leavenworth,39.3239,-94.924,United States,46192
Megion,61.0331,76.1097,Russia,46188
Roskilde,55.65,12.0833,Denmark,44285
Xingji,38.4682,116.8918,China,44849
Koupéla,12.1794,-0.3517,Burkina Faso,45900
Bājil,15.0583,43.285,Yemen,46005
Manono,-7.2947,27.4545,Congo (Kinshasa),46111
Kikuchi,32.9794,130.8133,Japan,45971
Hokota,36.1586,140.5164,Japan,45910
Tayug,16.0267,120.7478,Philippines,45241
Pontal,-21.0225,-48.0372,Brazil,45978
Fort Pierce,27.4256,-80.3431,United States,46103
Shima,34.3283,136.8306,Japan,45834
Weinheim,49.5561,8.6697,Germany,45284
Nova Venécia,-18.7108,-40.4008,Brazil,46031
Lagoa da Prata,-20.0228,-45.5439,Brazil,45984
Livramento de Nossa Senhora,-13.6428,-41.8408,Brazil,46035
Winter Garden,28.5421,-81.5966,United States,46051
Mladá Boleslav,50.4125,14.9064,Czechia,44506
Salon-de-Provence,43.6406,5.0972,France,45400
Oro Valley,32.4208,-110.9768,United States,46044
Ourém,39.65,-8.5833,Portugal,45932
Erkrath,51.2239,6.9147,Germany,44384
Freeport City,26.52,-78.66,The Bahamas,45945
Pagsanjan,14.2667,121.45,Philippines,44327
Iranduba,-3.285,-60.1886,Brazil,45984
Maluso,6.55,121.8833,Philippines,45730
Caiguantun,26.3363,105.9841,China,45580
Lumba-a-Bayabao,7.8833,124.3833,Philippines,45909
Morgan Hill,37.1326,-121.6417,United States,45952
Châlons-en-Champagne,48.9575,4.365,France,44246
Potomac,39.0141,-77.1943,United States,45940
Pinehurst,35.1922,-79.4684,United States,45935
Acatlán de Pérez Figueroa,18.5333,-96.6167,Mexico,45883
Rodgau,50.0256,8.8841,Germany,45202
Danville,36.5831,-79.4087,United States,45890
Changchong,26.3404,107.1866,China,45702
Rockwall,32.9169,-96.4377,United States,45888
Mata de São João,-12.53,-38.2989,Brazil,45813
Chajarí,-30.7667,-57.9833,Argentina,45848
Tantangan,6.6167,124.75,Philippines,45744
Xisa,23.4372,104.6714,China,45518
Nocera Inferiore,40.75,14.6333,Italy,45784
Dracena,-21.4825,-51.5328,Brazil,45847
Bruchsal,49.1333,8.6,Germany,45364
Salvador,20.2094,-75.2231,Cuba,45773
Stouffville,43.9667,-79.25,Canada,45837
Kariya,34.755,134.3903,Japan,45473
Monte Carmelo,-18.725,-47.4989,Brazil,45772
Albstadt,48.2119,9.0239,Germany,45465
Cascina,43.68,10.5003,Italy,45212
Hokuto,41.8242,140.6528,Japan,45661
Oranienburg,52.7544,13.2369,Germany,45492
Santa María Huatulco,15.85,-96.3333,Mexico,45680
Coachella,33.6905,-116.143,United States,45743
Olhão,37.0278,-7.8389,Portugal,45396
Beaufort West,-32.35,22.5833,South Africa,44737
Remedios,22.4922,-79.5458,Cuba,45621
Jones,16.5583,121.7,Philippines,45628
Kitakata,37.6511,139.8747,Japan,45590
Rāmeswaram,9.28,79.3,India,44856
Aliwal North,-30.7,26.7,South Africa,44436
Talagutong,6.2667,125.6667,Philippines,45540
Cuautepec de Hinojosa,20.15,-98.4333,Mexico,45527
Baiji,26.0231,106.9267,China,45576
Wake Forest,35.9629,-78.5141,United States,45629
Brühl,50.8333,6.9,Germany,44397
Alcamo,37.9667,12.9667,Italy,45273
Radā‘,14.4295,44.8341,Yemen,45233
San Pedro Ayampuc,14.7785,-90.4525,Guatemala,44996
Cajicá,4.9167,-74.025,Colombia,44721
Gaya,11.8878,3.4467,Niger,45465
Pearl City,21.4031,-157.9566,United States,45605
Murshidābād,24.18,88.27,India,44019
San Pedro Perulapán,13.7667,-89.0333,El Salvador,44730
São Sebastião do Passé,-12.5128,-38.495,Brazil,45482
Bom Conselho,-9.17,-36.68,Brazil,45503
Guacharachi,27.15,-107.3167,Mexico,45544
Itabirito,-20.2528,-43.8008,Brazil,45449
Port Macquarie,-31.4333,152.9,Australia,44830
Cerquilho Velho,-23.165,-47.7436,Brazil,45142
Sète,43.4053,3.6975,France,43686
San Pelayo,8.9578,-75.8375,Colombia,45396
Kamen’-na-Obi,53.7919,81.3486,Russia,44564
Pinamar,-37.1,-56.85,Argentina,45000
Tupelo,34.2692,-88.7318,United States,45466
Nongzhangjie,24.616,97.8818,China,45270
Shazhou,40.1376,94.6638,China,44870
Bāfq,31.6053,55.4028,Iran,45453
Carnot,4.9333,15.8667,Central African Republic,45421
Ciudad de Huajuapam de León,17.8097,-97.7764,Mexico,45321
Birāk,27.5333,14.2834,Libya,45421
Georgina,44.3,-79.4333,Canada,45418
Sainthia,23.95,87.67,India,44601
Dunakeszi,47.6297,19.1381,Hungary,43990
South Brunswick,40.384,-74.5256,United States,45400
Garango,11.8047,-0.5489,Burkina Faso,45150
San Jacinto,16.0725,120.4411,Philippines,44351
Victoria,14.225,121.325,Philippines,43408
West Seneca,42.8374,-78.7509,United States,45344
Aguilar,15.8899,120.2379,Philippines,45100
Charkhi Dādri,28.59,76.27,India,44892
Svitlovodsk,49.0833,33.25,Ukraine,45312
Bingmei,25.7408,108.9023,China,45094
Victoriaville,46.05,-71.9667,Canada,45309
Basud,14.0667,122.9667,Philippines,45133
Vallenar,-28.5751,-70.7616,Chile,45298
Ruzayevka,54.0667,44.95,Russia,45248
Dębica,50.0515,21.4114,Poland,43924
Gaoua,10.3167,-3.1667,Burkina Faso,45189
Biella,45.5664,8.0533,Italy,44324
Alcira,39.15,-0.435,Spain,44865
João Pinheiro,-17.7442,-46.1739,Brazil,45260
Brejo Santo,-7.4928,-38.985,Brazil,45193
Tank,32.2167,70.3833,Pakistan,44996
Brejo da Madre de Deus,-8.1458,-36.3708,Brazil,45180
Attleboro,41.9311,-71.295,United States,45237
Seabra,-12.4189,-41.77,Brazil,45202
Sugito,36.0311,139.7264,Japan,43755
Nanjō,26.1633,127.7706,Japan,44318
Pine Bluff,34.2116,-92.0178,United States,45204
Campo Maior,-4.8278,-42.1689,Brazil,45177
Angadanan,16.7571,121.7479,Philippines,44977
Afula,32.6078,35.2897,Israel,44930
Wiener Neustadt,47.8167,16.25,Austria,44461
Beiwanglizhen,37.7604,114.6373,China,44112
Shangshan,23.4792,115.6918,China,44871
Marion,40.5933,-83.1237,United States,45181
Tangjiacun,20.8425,109.8469,China,44684
Aksay,47.2667,39.8667,Russia,45078
Concepcion,11.2,123.1,Philippines,44633
Liuquan,39.3658,116.3138,China,44765
Hassi Messaoud,31.7,6.0667,Algeria,45147
Tremembé,-22.9578,-45.5489,Brazil,44912
Châteauroux,46.8103,1.6911,France,43442
Evesham,39.8605,-74.8947,United States,45135
Montemorelos,25.1872,-99.8267,Mexico,45108
Sakura,36.6853,139.9664,Japan,44777
Buguias,16.7167,120.8333,Philippines,44877
Yaopu,26.1708,105.848,China,44703
Middletown,40.179,-74.9059,United States,45117
Tateyama,34.9967,139.87,Japan,44692
Tres Valles,18.2367,-96.1369,Mexico,44978
Rabinal,15.0833,-90.4917,Guatemala,45000
Nova Kakhovka,46.7667,33.3667,Ukraine,45069
Iwanuma,38.1044,140.87,Japan,44340
Maria Aurora,15.7967,121.4737,Philippines,44958
Hilo,19.6886,-155.0864,United States,45056
Shaḩḩāt,32.8167,21.85,Libya,45000
Kimry,56.8667,37.35,Russia,44743
Shchūchīnsk,52.9333,70.2,Kazakhstan,45004
Darcheh,32.6153,51.5556,Iran,43183
Parma,65.923,57.403,Russia,45000
Senigallia,43.7131,13.2183,Italy,44616
San Jose,13.7,123.5167,Philippines,43973
Kaufbeuren,47.88,10.6225,Germany,43893
Manacor,39.57,3.2089,Spain,44809
Medemblik,52.7674,5.1037,Netherlands,44809
Pederneiras,-22.3517,-48.775,Brazil,44910
Mount Pleasant,41.112,-73.8122,United States,44970
